Unnamed: 0	scene_id	raw_text	characters	affective_prompt	only_speaker	origin_sent	sent_and_prompt	cAGR	labels	personality_description	sent	sentence1	sentence2
140	01_e19_c02(0) 	[['Monica Geller', ' Mail call, Rachel Green, bunk seven.']]	Rachel Green	First, the emotion of others is neutral, 	; 	Others :  Mail call, Rachel Green, bunk seven., ; 	Others :  Mail call, Rachel Green, bunk seven., ; First, the emotion of others is neutral, 	False	0	Rachel is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Mail call, Rachel Green, bunk seven., ; 	Others :  Mail call, Rachel Green, bunk seven., ; First, the emotion of others is neutral, 	Rachel is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
141	04_e05_c08(0) 	"[['Monica', "" Oh come on! You're making it sound worse than it actually was.""], ['Ross', ' Her date tipped me ten dollars. (Monica laughs)']]"	Ross	First, the emotion of others is neutral, Ross respond with neutral, 	 Her date tipped me ten dollars. (Monica laughs), ; 	Others :  Oh come on! You're making it sound worse than it actually was., Speaker :  Her date tipped me ten dollars. (Monica laughs), ; 	Others :  Oh come on! You're making it sound worse than it actually was., Speaker :  Her date tipped me ten dollars. (Monica laughs), ; First, the emotion of others is neutral, Ross respond with neutral, 	False	0	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Oh come on! You're making it sound worse than it actually was., Speaker :  Her date tipped me ten dollars. (Monica laughs), ; 	Others :  Oh come on! You're making it sound worse than it actually was., Speaker :  Her date tipped me ten dollars. (Monica laughs), ; First, the emotion of others is neutral, Ross respond with neutral, 	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
142	02_e11_c05(0) 	"[['Mrs. Green', "" Oh my god, there's an unattractive nude man playing the cello.""], ['Rachel Green', "" Yeah, well just be glad he's not playing a smaller instrument.""]]"	Mrs. Green	The emotion of Mrs. is initially neutral, the emotion of others is neutral, 	 Oh my god, there's an unattractive nude man playing the cello., ; 	Speaker :  Oh my god, there's an unattractive nude man playing the cello., Others :  Yeah, well just be glad he's not playing a smaller instrument., ; 	Speaker :  Oh my god, there's an unattractive nude man playing the cello., Others :  Yeah, well just be glad he's not playing a smaller instrument., ; The emotion of Mrs. is initially neutral, the emotion of others is neutral, 	False	0	Mrs. is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Speaker :  Oh my god, there's an unattractive nude man playing the cello., Others :  Yeah, well just be glad he's not playing a smaller instrument., ; 	Speaker :  Oh my god, there's an unattractive nude man playing the cello., Others :  Yeah, well just be glad he's not playing a smaller instrument., ; The emotion of Mrs. is initially neutral, the emotion of others is neutral, 	Mrs. is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
143	03_e22_c06(0) 	[['Joey', ' Hey! Are you okay?'], ['Kate', ' Fabulous.']]	Kate	First, the emotion of others is neutral, Kate respond with anger, 	 Fabulous., ; 	Others :  Hey! Are you okay?, Speaker :  Fabulous., ; 	Others :  Hey! Are you okay?, Speaker :  Fabulous., ; First, the emotion of others is neutral, Kate respond with anger, 	False	0	Kate is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Hey! Are you okay?, Speaker :  Fabulous., ; 	Others :  Hey! Are you okay?, Speaker :  Fabulous., ; First, the emotion of others is neutral, Kate respond with anger, 	Kate is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
144	04_e12_c08(0) 	"[['Joey', "" Sure I can, standard shotgun rules, I'm sight of the room and I called it.""], ['Monica', "" Man, I feel like I'm coming down with something.""], ['Joey', ' What?'], ['Monica', "" Yeah. (to Chandler) I bet you can't guess what color my tonsils are? I'll bet the apartment!""]]"	Phoebe	First, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, 	; 	Others :  Sure I can, standard shotgun rules, I'm sight of the room and I called it., Others :  Man, I feel like I'm coming down with something., Others :  What?, Others :  Yeah. (to Chandler) I bet you can't guess what color my tonsils are? I'll bet the apartment!, ; 	Others :  Sure I can, standard shotgun rules, I'm sight of the room and I called it., Others :  Man, I feel like I'm coming down with something., Others :  What?, Others :  Yeah. (to Chandler) I bet you can't guess what color my tonsils are? I'll bet the apartment!, ; First, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, 	False	0	Phoebe is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Sure I can, standard shotgun rules, I'm sight of the room and I called it., Others :  Man, I feel like I'm coming down with something., Others :  What?, Others :  Yeah. (to Chandler) I bet you can't guess what color my tonsils are? I'll bet the apartment!, ; 	Others :  Sure I can, standard shotgun rules, I'm sight of the room and I called it., Others :  Man, I feel like I'm coming down with something., Others :  What?, Others :  Yeah. (to Chandler) I bet you can't guess what color my tonsils are? I'll bet the apartment!, ; First, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, 	Phoebe is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
145	01_e15_c04(0) 	"[['Rachel Green', ' Career counselor?'], ['Chandler Bing', ' Hey, you guys all know what you want to do.'], ['Rachel Green', "" I don't!""]]"	Monica Geller	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  Career counselor?, Others :  Hey, you guys all know what you want to do., Others :  I don't!, ; 	Others :  Career counselor?, Others :  Hey, you guys all know what you want to do., Others :  I don't!, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	True	1	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Career counselor?, Others :  Hey, you guys all know what you want to do., Others :  I don't!, ; 	Others :  Career counselor?, Others :  Hey, you guys all know what you want to do., Others :  I don't!, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
146	02_e12_c01(0) 	[['Ross Geller', ' That commercial always makes me so sad.']]	Ross Geller	The emotion of Ross is initially neutral, 	 That commercial always makes me so sad., ; 	Speaker :  That commercial always makes me so sad., ; 	Speaker :  That commercial always makes me so sad., ; The emotion of Ross is initially neutral, 	True	1	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Speaker :  That commercial always makes me so sad., ; 	Speaker :  That commercial always makes me so sad., ; The emotion of Ross is initially neutral, 	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
147	04_e23_c14(0) 	[['Emily', ' Monica, why have you brought me here of all places?!']]	Ross	First, the emotion of others is neutral, 	; 	Others :  Monica, why have you brought me here of all places?!, ; 	Others :  Monica, why have you brought me here of all places?!, ; First, the emotion of others is neutral, 	False	0	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Monica, why have you brought me here of all places?!, ; 	Others :  Monica, why have you brought me here of all places?!, ; First, the emotion of others is neutral, 	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
148	04_e05_c11(0) 	"[['Chandler', "" Y'know what I think it is? It's the fishnet stockings. Y'know? Whenever I see a girl in fishnet stockings it reminds me of my father in fishnet stockings.""], ['Kathy', "" Okay. Understanding a little more why you're single. Ohh! Y'know, I have a friend you would like, she's really pretty. And then we could double date!""]]"	Joey	First, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  Y'know what I think it is? It's the fishnet stockings. Y'know? Whenever I see a girl in fishnet stockings it reminds me of my father in fishnet stockings., Others :  Okay. Understanding a little more why you're single. Ohh! Y'know, I have a friend you would like, she's really pretty. And then we could double date!, ; 	Others :  Y'know what I think it is? It's the fishnet stockings. Y'know? Whenever I see a girl in fishnet stockings it reminds me of my father in fishnet stockings., Others :  Okay. Understanding a little more why you're single. Ohh! Y'know, I have a friend you would like, she's really pretty. And then we could double date!, ; First, the emotion of others is neutral, the emotion of others is neutral, 	False	0	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Y'know what I think it is? It's the fishnet stockings. Y'know? Whenever I see a girl in fishnet stockings it reminds me of my father in fishnet stockings., Others :  Okay. Understanding a little more why you're single. Ohh! Y'know, I have a friend you would like, she's really pretty. And then we could double date!, ; 	Others :  Y'know what I think it is? It's the fishnet stockings. Y'know? Whenever I see a girl in fishnet stockings it reminds me of my father in fishnet stockings., Others :  Okay. Understanding a little more why you're single. Ohh! Y'know, I have a friend you would like, she's really pretty. And then we could double date!, ; First, the emotion of others is neutral, the emotion of others is neutral, 	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
149	04_e13_c12(0) 	[['Joey', ' Okay, for next time, what do you say?'], ['Rachel', ' I have an extra ticket. An extra ticket. Not, two tickets, I have an extra ticket.']]	Rachel	First, the emotion of others is neutral, Rachel respond with neutral, 	 I have an extra ticket. An extra ticket. Not, two tickets, I have an extra ticket., ; 	Others :  Okay, for next time, what do you say?, Speaker :  I have an extra ticket. An extra ticket. Not, two tickets, I have an extra ticket., ; 	Others :  Okay, for next time, what do you say?, Speaker :  I have an extra ticket. An extra ticket. Not, two tickets, I have an extra ticket., ; First, the emotion of others is neutral, Rachel respond with neutral, 	False	0	Rachel is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Okay, for next time, what do you say?, Speaker :  I have an extra ticket. An extra ticket. Not, two tickets, I have an extra ticket., ; 	Others :  Okay, for next time, what do you say?, Speaker :  I have an extra ticket. An extra ticket. Not, two tickets, I have an extra ticket., ; First, the emotion of others is neutral, Rachel respond with neutral, 	Rachel is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
150	01_e22_c03(0) 	"[['Chandler Bing', ' Can you hear that?'], ['Phoebe Buffay', ' (plays with a thumbtack remover) Yeah?'], ['Chandler Bing', "" See that'll stop when you pick up the phone.""]]"	Phoebe Buffay	First, the emotion of others is neutral, Phoebe respond with neutral, the emotion of others is joy, 	 (plays with a thumbtack remover) Yeah?, ; 	Others :  Can you hear that?, Speaker :  (plays with a thumbtack remover) Yeah?, Others :  See that'll stop when you pick up the phone., ; 	Others :  Can you hear that?, Speaker :  (plays with a thumbtack remover) Yeah?, Others :  See that'll stop when you pick up the phone., ; First, the emotion of others is neutral, Phoebe respond with neutral, the emotion of others is joy, 	False	0	Phoebe is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Can you hear that?, Speaker :  (plays with a thumbtack remover) Yeah?, Others :  See that'll stop when you pick up the phone., ; 	Others :  Can you hear that?, Speaker :  (plays with a thumbtack remover) Yeah?, Others :  See that'll stop when you pick up the phone., ; First, the emotion of others is neutral, Phoebe respond with neutral, the emotion of others is joy, 	Phoebe is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
151	03_e10_c04(0) 	"[['Ross', "" So, this must be kinda neat for ya, huh? I mean, your Dad tells me that you get a couple of days off school, and you, you ah, don't have to sell those cookies anymore.""], ['Sarah', ' Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a real space shuttle.'], ['Ross', ' Wow, you ah, you really like all this space stuff, huh?']]"	Sarah	First, the emotion of others is neutral, Sarah respond with joy, the emotion of others is neutral, 	 Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a real space shuttle., ; 	Others :  So, this must be kinda neat for ya, huh? I mean, your Dad tells me that you get a couple of days off school, and you, you ah, don't have to sell those cookies anymore., Speaker :  Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a real space shuttle., Others :  Wow, you ah, you really like all this space stuff, huh?, ; 	Others :  So, this must be kinda neat for ya, huh? I mean, your Dad tells me that you get a couple of days off school, and you, you ah, don't have to sell those cookies anymore., Speaker :  Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a real space shuttle., Others :  Wow, you ah, you really like all this space stuff, huh?, ; First, the emotion of others is neutral, Sarah respond with joy, the emotion of others is neutral, 	True	1	Sarah is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  So, this must be kinda neat for ya, huh? I mean, your Dad tells me that you get a couple of days off school, and you, you ah, don't have to sell those cookies anymore., Speaker :  Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a real space shuttle., Others :  Wow, you ah, you really like all this space stuff, huh?, ; 	Others :  So, this must be kinda neat for ya, huh? I mean, your Dad tells me that you get a couple of days off school, and you, you ah, don't have to sell those cookies anymore., Speaker :  Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a real space shuttle., Others :  Wow, you ah, you really like all this space stuff, huh?, ; First, the emotion of others is neutral, Sarah respond with joy, the emotion of others is neutral, 	Sarah is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
152	01_e20_c09(0) 	"[['Ross Geller', ' ""Heating device.""']]"	Monica Geller	First, the emotion of others is neutral, 	; 	"Others :  ""Heating device."", ; "	"Others :  ""Heating device."", ; First, the emotion of others is neutral, "	True	1	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	"Others :  ""Heating device."", ; "	"Others :  ""Heating device."", ; First, the emotion of others is neutral, "	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
153	04_e10_c08(0) 	[['Monica', ' Hey, Joey, could you pass the cheese?']]	Joey	First, the emotion of others is joy, 	; 	Others :  Hey, Joey, could you pass the cheese?, ; 	Others :  Hey, Joey, could you pass the cheese?, ; First, the emotion of others is joy, 	True	1	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Hey, Joey, could you pass the cheese?, ; 	Others :  Hey, Joey, could you pass the cheese?, ; First, the emotion of others is joy, 	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
154	01_e18_c02(0) 	"[['Ross Geller', "" Alright, now, you sure? Phoebe just threw away two jacks because they didn't look happy...""], ['Phoebe Buffay', "" But... I'm ready, so, just deal.""]]"	Joey Tribbiani	First, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  Alright, now, you sure? Phoebe just threw away two jacks because they didn't look happy..., Others :  But... I'm ready, so, just deal., ; 	Others :  Alright, now, you sure? Phoebe just threw away two jacks because they didn't look happy..., Others :  But... I'm ready, so, just deal., ; First, the emotion of others is neutral, the emotion of others is neutral, 	False	0	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Alright, now, you sure? Phoebe just threw away two jacks because they didn't look happy..., Others :  But... I'm ready, so, just deal., ; 	Others :  Alright, now, you sure? Phoebe just threw away two jacks because they didn't look happy..., Others :  But... I'm ready, so, just deal., ; First, the emotion of others is neutral, the emotion of others is neutral, 	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
155	01_e05_c06(0) 	"[['Chandler Bing', ' Where are they? Where are they?'], ['Phoebe Buffay', ' This is nice. We never do anything just the two of us.'], ['Chandler Bing', "" It's great. Maybe tomorrow we can rent a car and run over some puppies.""], ['Phoebe Buffay', "" Eww, I don't wanna do that.""]]"	Chandler Bing	The emotion of Chandler is initially anger, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, 	 Where are they? Where are they?,  It's great. Maybe tomorrow we can rent a car and run over some puppies., ; 	Speaker :  Where are they? Where are they?, Others :  This is nice. We never do anything just the two of us., Speaker :  It's great. Maybe tomorrow we can rent a car and run over some puppies., Others :  Eww, I don't wanna do that., ; 	Speaker :  Where are they? Where are they?, Others :  This is nice. We never do anything just the two of us., Speaker :  It's great. Maybe tomorrow we can rent a car and run over some puppies., Others :  Eww, I don't wanna do that., ; The emotion of Chandler is initially anger, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, 	False	0	Chandler is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Speaker :  Where are they? Where are they?, Others :  This is nice. We never do anything just the two of us., Speaker :  It's great. Maybe tomorrow we can rent a car and run over some puppies., Others :  Eww, I don't wanna do that., ; 	Speaker :  Where are they? Where are they?, Others :  This is nice. We never do anything just the two of us., Speaker :  It's great. Maybe tomorrow we can rent a car and run over some puppies., Others :  Eww, I don't wanna do that., ; The emotion of Chandler is initially anger, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, 	Chandler is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
156	02_e08_c05(0) 	[['Monica Geller', ' How about Mockolate mousse?']]	Rachel Green	First, the emotion of others is neutral, 	; 	Others :  How about Mockolate mousse?, ; 	Others :  How about Mockolate mousse?, ; First, the emotion of others is neutral, 	True	1	Rachel is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  How about Mockolate mousse?, ; 	Others :  How about Mockolate mousse?, ; First, the emotion of others is neutral, 	Rachel is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
157	01_e10_c07(1) 	"[['David Hasselhof', ' Uh, ow.'], ['Phoebe Buffay', "" Ooh, sorry. Um, and, and then you put your arms around me. And then you put your arms around me. (He does so) And, um, and then you tell me that you love me and you'll never forget me.""]]"	Joey Tribbiani	First, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  Uh, ow., Others :  Ooh, sorry. Um, and, and then you put your arms around me. And then you put your arms around me. (He does so) And, um, and then you tell me that you love me and you'll never forget me., ; 	Others :  Uh, ow., Others :  Ooh, sorry. Um, and, and then you put your arms around me. And then you put your arms around me. (He does so) And, um, and then you tell me that you love me and you'll never forget me., ; First, the emotion of others is neutral, the emotion of others is neutral, 	True	1	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Uh, ow., Others :  Ooh, sorry. Um, and, and then you put your arms around me. And then you put your arms around me. (He does so) And, um, and then you tell me that you love me and you'll never forget me., ; 	Others :  Uh, ow., Others :  Ooh, sorry. Um, and, and then you put your arms around me. And then you put your arms around me. (He does so) And, um, and then you tell me that you love me and you'll never forget me., ; First, the emotion of others is neutral, the emotion of others is neutral, 	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
158	01_e15_c07(0) 	[['Celia', ' Talk to me.']]	Ross Geller	First, the emotion of others is neutral, 	; 	Others :  Talk to me., ; 	Others :  Talk to me., ; First, the emotion of others is neutral, 	True	1	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Talk to me., ; 	Others :  Talk to me., ; First, the emotion of others is neutral, 	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
159	03_e18_c06(0) 	"[['Rachel', ' I think you should definitely go out with this guy.'], ['Monica', "" Nah, he doesn't do anything for me.""], ['Rachel', ' Monica, last Saturday night, what happened on Walker Texas Ranger?'], ['Monica', ' Well, umm, Walker was looking for this big bus load of kids.... (realises) All right, I get your point.'], ['Rachel', ' All right.'], ['Chandler', ' (entering, carrying a briefcase) Hi.']]"	Chandler	First, the emotion of others is neutral, the emotion of others is joy, the emotion of others is joy, the emotion of others is neutral, the emotion of others is joy, Chandler respond with joy, 	 (entering, carrying a briefcase) Hi., ; 	Others :  I think you should definitely go out with this guy., Others :  Nah, he doesn't do anything for me., Others :  Monica, last Saturday night, what happened on Walker Texas Ranger?, Others :  Well, umm, Walker was looking for this big bus load of kids.... (realises) All right, I get your point., Others :  All right., Speaker :  (entering, carrying a briefcase) Hi., ; 	Others :  I think you should definitely go out with this guy., Others :  Nah, he doesn't do anything for me., Others :  Monica, last Saturday night, what happened on Walker Texas Ranger?, Others :  Well, umm, Walker was looking for this big bus load of kids.... (realises) All right, I get your point., Others :  All right., Speaker :  (entering, carrying a briefcase) Hi., ; First, the emotion of others is neutral, the emotion of others is joy, the emotion of others is joy, the emotion of others is neutral, the emotion of others is joy, Chandler respond with joy, 	True	1	Chandler is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  I think you should definitely go out with this guy., Others :  Nah, he doesn't do anything for me., Others :  Monica, last Saturday night, what happened on Walker Texas Ranger?, Others :  Well, umm, Walker was looking for this big bus load of kids.... (realises) All right, I get your point., Others :  All right., Speaker :  (entering, carrying a briefcase) Hi., ; 	Others :  I think you should definitely go out with this guy., Others :  Nah, he doesn't do anything for me., Others :  Monica, last Saturday night, what happened on Walker Texas Ranger?, Others :  Well, umm, Walker was looking for this big bus load of kids.... (realises) All right, I get your point., Others :  All right., Speaker :  (entering, carrying a briefcase) Hi., ; First, the emotion of others is neutral, the emotion of others is joy, the emotion of others is joy, the emotion of others is neutral, the emotion of others is joy, Chandler respond with joy, 	Chandler is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
160	02_e24_c01(0) 	"[['Rachel Green', "" Hey Joey, how'd the audition go?""], ['Joey Tribbiani', "" Incredible! I met the director this time and you'll never believe who it was.""]]"	Joey Tribbiani	First, the emotion of others is neutral, Joey respond with neutral, 	 Incredible! I met the director this time and you'll never believe who it was., ; 	Others :  Hey Joey, how'd the audition go?, Speaker :  Incredible! I met the director this time and you'll never believe who it was., ; 	Others :  Hey Joey, how'd the audition go?, Speaker :  Incredible! I met the director this time and you'll never believe who it was., ; First, the emotion of others is neutral, Joey respond with neutral, 	True	1	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Hey Joey, how'd the audition go?, Speaker :  Incredible! I met the director this time and you'll never believe who it was., ; 	Others :  Hey Joey, how'd the audition go?, Speaker :  Incredible! I met the director this time and you'll never believe who it was., ; First, the emotion of others is neutral, Joey respond with neutral, 	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
161	01_e23_c19(0) 	[['All', ' Push, push!']]	Ross Geller	First, the emotion of others is neutral, 	; 	Others :  Push, push!, ; 	Others :  Push, push!, ; First, the emotion of others is neutral, 	True	1	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Push, push!, ; 	Others :  Push, push!, ; First, the emotion of others is neutral, 	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
162	01_e04_c02(1) 	"[['Chandler Bing', ' (stops) I have no idea.'], ['Joey Tribbiani', "" C'mon, Ross!""]]"	Phoebe Buffay	First, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  (stops) I have no idea., Others :  C'mon, Ross!, ; 	Others :  (stops) I have no idea., Others :  C'mon, Ross!, ; First, the emotion of others is neutral, the emotion of others is neutral, 	True	1	Phoebe is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  (stops) I have no idea., Others :  C'mon, Ross!, ; 	Others :  (stops) I have no idea., Others :  C'mon, Ross!, ; First, the emotion of others is neutral, the emotion of others is neutral, 	Phoebe is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
163	03_e03_c05(0) 	"[['Phoebe', "" Okay, first I'm not crazy. And second, say it don't spray it. Anyway his name is Malcom, and he wasn't following me, I mean he was, but 'cause he thought I was Ursula, ick. And, that's why, that's why he couldn't just come up and talk to me. 'Cause of the restraining order.""], ['Chandler', "" Umm, not feeling better 'bout Malcom.""], ['Phoebe', "" Ooh! No, no, no, no, he's not like a kook, no. He's just like this, this very passionate, incredibly romantic guy, that got like a tinsy bit carried away, you know. And we just get along really well, and he's so cute.""]]"	Joey	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  Okay, first I'm not crazy. And second, say it don't spray it. Anyway his name is Malcom, and he wasn't following me, I mean he was, but 'cause he thought I was Ursula, ick. And, that's why, that's why he couldn't just come up and talk to me. 'Cause of the restraining order., Others :  Umm, not feeling better 'bout Malcom., Others :  Ooh! No, no, no, no, he's not like a kook, no. He's just like this, this very passionate, incredibly romantic guy, that got like a tinsy bit carried away, you know. And we just get along really well, and he's so cute., ; 	Others :  Okay, first I'm not crazy. And second, say it don't spray it. Anyway his name is Malcom, and he wasn't following me, I mean he was, but 'cause he thought I was Ursula, ick. And, that's why, that's why he couldn't just come up and talk to me. 'Cause of the restraining order., Others :  Umm, not feeling better 'bout Malcom., Others :  Ooh! No, no, no, no, he's not like a kook, no. He's just like this, this very passionate, incredibly romantic guy, that got like a tinsy bit carried away, you know. And we just get along really well, and he's so cute., ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	False	0	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Okay, first I'm not crazy. And second, say it don't spray it. Anyway his name is Malcom, and he wasn't following me, I mean he was, but 'cause he thought I was Ursula, ick. And, that's why, that's why he couldn't just come up and talk to me. 'Cause of the restraining order., Others :  Umm, not feeling better 'bout Malcom., Others :  Ooh! No, no, no, no, he's not like a kook, no. He's just like this, this very passionate, incredibly romantic guy, that got like a tinsy bit carried away, you know. And we just get along really well, and he's so cute., ; 	Others :  Okay, first I'm not crazy. And second, say it don't spray it. Anyway his name is Malcom, and he wasn't following me, I mean he was, but 'cause he thought I was Ursula, ick. And, that's why, that's why he couldn't just come up and talk to me. 'Cause of the restraining order., Others :  Umm, not feeling better 'bout Malcom., Others :  Ooh! No, no, no, no, he's not like a kook, no. He's just like this, this very passionate, incredibly romantic guy, that got like a tinsy bit carried away, you know. And we just get along really well, and he's so cute., ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
164	04_e10_c13(0) 	"[['Kitchen Worker', "" I don't speak English.""], ['Monica', ' You did a minute ago!']]"	The Waiter	First, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  I don't speak English., Others :  You did a minute ago!, ; 	Others :  I don't speak English., Others :  You did a minute ago!, ; First, the emotion of others is neutral, the emotion of others is neutral, 	True	1	The is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  I don't speak English., Others :  You did a minute ago!, ; 	Others :  I don't speak English., Others :  You did a minute ago!, ; First, the emotion of others is neutral, the emotion of others is neutral, 	The is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
165	01_e01_c15(0) 	"[['Joey Tribbiani', "" I can't believe what I'm hearing here.""]]"	Phoebe Buffay	First, the emotion of others is neutral, 	; 	Others :  I can't believe what I'm hearing here., ; 	Others :  I can't believe what I'm hearing here., ; First, the emotion of others is neutral, 	False	0	Phoebe is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  I can't believe what I'm hearing here., ; 	Others :  I can't believe what I'm hearing here., ; First, the emotion of others is neutral, 	Phoebe is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
